id;employee_id;course_id;old_butee_date;is_long_absence;quiz_history_id;evaluation_id;renewal_formir49_id;quiz_passed;is_present;moring_presence;afternoon_presence;level
1505;805;1726;2022-07-31 12:00:00;;;;;;;;;
1506;805;1773;2023-07-31 12:00:00;;;;;;;;;
1507;805;1705;2024-04-30 12:00:00;;;;;;;;;
1508;805;1682;2025-04-30 12:00:00;;;;;;;;;
1509;1993;1848;2022-02-28 12:00:00;;;;;;;;;
1510;1993;1732;2023-02-28 12:00:00;;;;;;;;;
1511;1993;1850;2024-02-29 12:00:00;;;;;;;;;
1512;1993;1841;2025-02-28 12:00:00;;;;;;;;;
1513;360;1712;2022-03-31 12:00:00;;;;;;;;;
1514;360;1836;2023-03-31 12:00:00;;;;;;;;;
1515;360;1689;2024-03-31 12:00:00;;;;;;;;;
1516;360;1682;2025-03-31 12:00:00;;;;;;;;;
1517;955;1712;2022-03-31 12:00:00;;;;;;;;;
1518;955;1822;2023-03-31 12:00:00;;;;;;;;;
1519;955;1689;2024-03-31 12:00:00;;;;;;;;;
1520;955;1682;2025-03-31 12:00:00;;;;;;;;;
1521;1930;1781;2022-02-28 12:00:00;;;;;;;;;
1522;1930;1847;2023-02-28 12:00:00;;;;;;;;;
1523;1930;1833;2024-02-29 12:00:00;;;;;;;;;
1524;1930;1729;2025-02-28 12:00:00;;;;;;;;;
1525;2173;1772;2022-07-31 12:00:00;;;;;;;;;
1526;2173;1823;2023-02-28 12:00:00;;;;;;;;;
1527;2173;1809;2024-02-29 12:00:00;;;;;;;;;
1528;2173;1695;2025-03-31 12:00:00;;;;;;;;;
1529;1716;1808;2022-04-30 12:00:00;;;;;;;;;
1530;1716;1822;2023-04-30 12:00:00;;;;;;;;;
1531;1716;1689;2024-04-30 12:00:00;;;;;;;;;
1532;1716;1729;2025-01-31 12:00:00;;;;;;;;;
1533;219;1687;2022-06-30 12:00:00;;;;;;;;;
1534;219;1765;2023-06-30 12:00:00;;;;;;;;;
1535;219;1833;2024-01-31 12:00:00;;;;;;;;;
1536;219;1841;2025-01-31 12:00:00;;;;;;;;;
1537;7073;1748;2023-11-30 12:00:00;;;;;;;;;
1538;7073;1849;2024-11-30 12:00:00;;;;;;;;;
1539;7073;1770;2025-03-31 12:00:00;;;;;;;;;
1540;7075;1748;2023-11-30 12:00:00;;;;;;;;;
1541;7075;1849;2024-11-30 12:00:00;;;;;;;;;
1542;7075;1770;2025-03-31 12:00:00;;;;;;;;;
1543;7077;1748;2023-11-30 12:00:00;;;;;;;;;
1544;7077;1849;2024-11-30 12:00:00;;;;;;;;;
1545;7077;1695;2025-03-31 12:00:00;;;;;;;;;
1546;7067;1708;2025-01-31 12:00:00;;;;;;;;;
1547;7068;1708;2025-01-31 12:00:00;;;;;;;;;
1548;2464;1847;2023-02-28 12:00:00;;;;;;;;;
1549;2464;1771;2025-01-31 12:00:00;;;;;;;;;
1550;41;1274;2022-01-31 12:00:00;;;;;;;;;
1551;41;689;2022-07-31 12:00:00;;;;;;;;;
1552;41;1340;2023-01-31 12:00:00;;;;;;;;;
1553;41;1157;2023-07-31 12:00:00;;;;;;;;;
1554;41;1272;2024-01-31 12:00:00;;;;;;;;;
1555;41;1045;2024-07-31 12:00:00;;;;;;;;;
1556;50;1364;2022-06-30 12:00:00;;;;;;;;;
1557;50;939;2022-09-30 12:00:00;;;;;;;;;
1558;50;488;2022-12-31 12:00:00;;;;;;;;;
1559;50;954;2023-06-30 12:00:00;;;;;;;;;
1560;50;42;2023-12-31 12:00:00;;;;;;;;;
1561;50;1280;2024-06-30 12:00:00;;;;;;;;;
1562;51;1346;2023-09-30 12:00:00;;;;;;;;;
1563;51;482;2024-03-31 12:00:00;;;;;;;;;
1564;51;345;2024-09-30 12:00:00;;;;;;;;;
1565;57;47;2022-01-31 12:00:00;;;;;;;;;
1566;57;1487;2022-07-31 12:00:00;;;;;;;;;
1567;57;383;2023-01-31 12:00:00;;;;;;;;;
1568;57;539;2023-07-31 12:00:00;;;;;;;;;
1569;57;1460;2024-01-31 12:00:00;;;;;;;;;
1570;57;518;2024-06-30 12:00:00;;;;;;;;;
1571;58;685;2022-06-30 12:00:00;;;;;;;;;
1572;58;1479;2022-09-30 12:00:00;;;;;;;;;
1573;58;607;2022-12-31 12:00:00;;;;;;;;;
1574;58;380;2023-06-30 12:00:00;;;;;;;;;
1575;58;175;2023-12-31 12:00:00;;;;;;;;;
1576;58;1095;2024-06-30 12:00:00;;;;;;;;;
1577;66;1127;2021-12-31 12:00:00;;;;;;;;;
1578;66;1022;2022-06-30 12:00:00;;;;;;;;;
1579;66;1414;2022-12-31 12:00:00;;;;;;;;;
1580;66;586;2023-06-30 12:00:00;;;;;;;;;
1581;66;1021;2023-12-31 12:00:00;;;;;;;;;
1582;66;1055;2024-06-30 12:00:00;;;;;;;;;
1583;72;1081;2021-12-31 12:00:00;;;;;;;;;
1584;72;679;2022-06-30 12:00:00;;;;;;;;;
1585;72;799;2022-12-31 12:00:00;;;;;;;;;
1586;72;1096;2023-06-30 12:00:00;;;;;;;;;
1587;72;1202;2023-12-31 12:00:00;;;;;;;;;
1588;72;711;2024-07-31 12:00:00;;;;;;;;;
1589;78;356;2021-12-31 12:00:00;;;;;;;;;
1590;78;553;2022-06-30 12:00:00;;;;;;;;;
1591;78;759;2022-12-31 12:00:00;;;;;;;;;
1592;78;1275;2023-06-30 12:00:00;;;;;;;;;
1593;78;478;2023-12-31 12:00:00;;;;;;;;;
1594;78;1220;2024-06-30 12:00:00;;;;;;;;;
1595;79;712;2021-12-31 12:00:00;;;;;;;;;
1596;79;544;2022-06-30 12:00:00;;;;;;;;;
1597;79;422;2022-12-31 12:00:00;;;;;;;;;
1598;79;861;2023-06-30 12:00:00;;;;;;;;;
1599;79;1041;2023-12-31 12:00:00;;;;;;;;;
1600;79;265;2024-06-30 12:00:00;;;;;;;;;
1601;80;415;2022-10-31 12:00:00;;;;;;;;;
1602;80;1094;2023-04-30 12:00:00;;;;;;;;;
1603;80;1181;2023-10-31 12:00:00;;;;;;;;;
1604;80;1439;2024-04-30 12:00:00;;;;;;;;;
1605;89;755;2021-12-31 12:00:00;;;;;;;;;
1606;89;215;2022-06-30 12:00:00;;;;;;;;;
1607;89;816;2022-12-31 12:00:00;;;;;;;;;
1608;89;427;2023-06-30 12:00:00;;;;;;;;;
1609;89;699;2023-12-31 12:00:00;;;;;;;;;
1610;89;1154;2024-06-30 12:00:00;;;;;;;;;
1611;90;485;2022-07-31 12:00:00;;;;;;;;;
1612;90;731;2023-01-31 12:00:00;;;;;;;;;
1613;90;605;2023-07-31 12:00:00;;;;;;;;;
1614;90;695;2024-01-31 12:00:00;;;;;;;;;
1615;90;1078;2024-07-31 12:00:00;;;;;;;;;
1616;6937;340;2022-01-31 12:00:00;;;;;;;;;
1617;6937;754;2022-07-31 12:00:00;;;;;;;;;
1618;6937;1302;2023-01-31 12:00:00;;;;;;;;;
1619;6937;992;2023-07-31 12:00:00;;;;;;;;;
1620;6937;1132;2024-01-31 12:00:00;;;;;;;;;
1621;6937;381;2024-07-31 12:00:00;;;;;;;;;
1622;115;485;2022-07-31 12:00:00;;;;;;;;;
1623;115;641;2023-01-31 12:00:00;;;;;;;;;
1624;115;636;2023-07-31 12:00:00;;;;;;;;;
1625;115;118;2024-01-31 12:00:00;;;;;;;;;
1626;115;38;2024-07-31 12:00:00;;;;;;;;;
1627;116;450;2021-12-31 12:00:00;;;;;;;;;
1628;116;715;2022-06-30 12:00:00;;;;;;;;;
1629;116;1249;2022-12-31 12:00:00;;;;;;;;;
1630;116;84;2023-06-30 12:00:00;;;;;;;;;
1631;116;157;2023-12-31 12:00:00;;;;;;;;;
1632;116;1417;2024-06-30 12:00:00;;;;;;;;;
1633;117;906;2021-12-31 12:00:00;;;;;;;;;
1634;117;696;2022-06-30 12:00:00;;;;;;;;;
1635;117;1333;2022-12-31 12:00:00;;;;;;;;;
1636;117;373;2023-06-30 12:00:00;;;;;;;;;
1637;117;1248;2023-12-31 12:00:00;;;;;;;;;
1638;117;1194;2024-06-30 12:00:00;;;;;;;;;
1639;124;1425;2022-07-31 12:00:00;;;;;;;;;
1640;124;1355;2023-01-31 12:00:00;;;;;;;;;
1641;124;1230;2023-07-31 12:00:00;;;;;;;;;
1642;124;1013;2024-01-31 12:00:00;;;;;;;;;
1643;124;221;2024-07-31 12:00:00;;;;;;;;;
1644;130;653;2023-05-31 12:00:00;;;;;;;;;
1645;130;43;2023-11-30 12:00:00;;;;;;;;;
1646;130;1031;2024-05-31 12:00:00;;;;;;;;;
1647;138;415;2022-10-31 12:00:00;;;;;;;;;
1648;138;76;2023-04-30 12:00:00;;;;;;;;;
1649;138;1087;2023-10-31 12:00:00;;;;;;;;;
1650;138;6;2024-04-30 12:00:00;;;;;;;;;
1651;146;1425;2022-07-31 12:00:00;;;;;;;;;
1652;146;75;2023-01-31 12:00:00;;;;;;;;;
1653;146;769;2023-07-31 12:00:00;;;;;;;;;
1654;146;1272;2024-01-31 12:00:00;;;;;;;;;
1655;146;1199;2024-07-31 12:00:00;;;;;;;;;
1656;147;96;2021-12-31 12:00:00;;;;;;;;;
1657;147;323;2022-06-30 12:00:00;;;;;;;;;
1658;147;250;2022-12-31 12:00:00;;;;;;;;;
1659;147;428;2023-06-30 12:00:00;;;;;;;;;
1660;147;753;2023-12-31 12:00:00;;;;;;;;;
1661;147;702;2024-06-30 12:00:00;;;;;;;;;
1662;155;558;2021-12-31 12:00:00;;;;;;;;;
1663;155;668;2022-06-30 12:00:00;;;;;;;;;
1664;155;1375;2022-12-31 12:00:00;;;;;;;;;
1665;155;115;2023-06-30 12:00:00;;;;;;;;;
1666;155;501;2023-12-31 12:00:00;;;;;;;;;
1667;155;269;2024-06-30 12:00:00;;;;;;;;;
1668;205;51;2024-05-31 12:00:00;;;;;;;;;
1669;218;966;2023-05-31 12:00:00;;;;;;;;;
1670;218;531;2023-11-30 12:00:00;;;;;;;;;
1671;218;565;2024-05-31 12:00:00;;;;;;;;;
1672;235;649;2022-11-30 12:00:00;;;;;;;;;
1673;235;358;2023-05-31 12:00:00;;;;;;;;;
1674;235;388;2023-11-30 12:00:00;;;;;;;;;
1675;235;871;2024-05-31 12:00:00;;;;;;;;;
1676;236;916;2023-09-30 12:00:00;;;;;;;;;
1677;236;694;2024-03-31 12:00:00;;;;;;;;;
1678;236;615;2024-09-30 12:00:00;;;;;;;;;
1679;242;649;2022-11-30 12:00:00;;;;;;;;;
1680;242;1445;2023-05-31 12:00:00;;;;;;;;;
1681;242;781;2023-11-30 12:00:00;;;;;;;;;
1682;242;283;2024-05-31 12:00:00;;;;;;;;;
1683;274;900;2023-05-31 12:00:00;;;;;;;;;
1684;274;968;2023-11-30 12:00:00;;;;;;;;;
1685;274;1217;2024-05-31 12:00:00;;;;;;;;;
1686;280;1329;2023-05-31 12:00:00;;;;;;;;;
1687;280;1137;2023-11-30 12:00:00;;;;;;;;;
1688;280;1293;2024-05-31 12:00:00;;;;;;;;;
1689;291;1329;2023-05-31 12:00:00;;;;;;;;;
1690;291;915;2023-11-30 12:00:00;;;;;;;;;
1691;291;523;2024-05-31 12:00:00;;;;;;;;;
1692;298;966;2023-05-31 12:00:00;;;;;;;;;
1693;298;1005;2023-11-30 12:00:00;;;;;;;;;
1694;298;1369;2024-05-31 12:00:00;;;;;;;;;
1695;344;1243;2022-11-30 12:00:00;;;;;;;;;
1696;344;681;2023-05-31 12:00:00;;;;;;;;;
1697;344;781;2023-11-30 12:00:00;;;;;;;;;
1698;344;223;2024-05-31 12:00:00;;;;;;;;;
1699;369;1098;2022-01-31 12:00:00;;;;;;;;;
1700;369;256;2022-07-31 12:00:00;;;;;;;;;
1701;369;706;2023-01-31 12:00:00;;;;;;;;;
1702;369;645;2023-07-31 12:00:00;;;;;;;;;
1703;369;99;2024-01-31 12:00:00;;;;;;;;;
1704;369;1074;2024-07-31 12:00:00;;;;;;;;;
1705;377;163;2021-12-31 12:00:00;;;;;;;;;
1706;377;1072;2022-06-30 12:00:00;;;;;;;;;
1707;377;1035;2022-12-31 12:00:00;;;;;;;;;
1708;377;48;2023-06-30 12:00:00;;;;;;;;;
1709;377;1077;2023-12-31 12:00:00;;;;;;;;;
1710;377;7;2024-06-30 12:00:00;;;;;;;;;
1711;378;990;2021-12-31 12:00:00;;;;;;;;;
1712;378;1491;2022-06-30 12:00:00;;;;;;;;;
1713;378;244;2022-12-31 12:00:00;;;;;;;;;
1714;378;1151;2023-06-30 12:00:00;;;;;;;;;
1715;378;262;2023-12-31 12:00:00;;;;;;;;;
1716;378;658;2024-06-30 12:00:00;;;;;;;;;
1717;385;1225;2021-12-31 12:00:00;;;;;;;;;
1718;385;910;2022-06-30 12:00:00;;;;;;;;;
1719;385;799;2022-12-31 12:00:00;;;;;;;;;
1720;385;115;2023-06-30 12:00:00;;;;;;;;;
1721;385;549;2023-12-31 12:00:00;;;;;;;;;
1722;385;283;2024-06-30 12:00:00;;;;;;;;;
1723;402;105;2022-01-31 12:00:00;;;;;;;;;
1724;402;274;2022-07-31 12:00:00;;;;;;;;;
1725;402;931;2023-01-31 12:00:00;;;;;;;;;
1726;402;955;2023-07-31 12:00:00;;;;;;;;;
1727;402;420;2024-01-31 12:00:00;;;;;;;;;
1728;402;247;2024-07-31 12:00:00;;;;;;;;;
1729;426;333;2021-11-30 12:00:00;;;;;;;;;
1730;426;1357;2022-05-31 12:00:00;;;;;;;;;
1731;426;1351;2022-11-30 12:00:00;;;;;;;;;
1732;426;868;2023-05-31 12:00:00;;;;;;;;;
1733;426;556;2023-11-30 12:00:00;;;;;;;;;
1734;426;423;2024-05-31 12:00:00;;;;;;;;;
1735;427;288;2022-02-28 12:00:00;;;;;;;;;
1736;427;521;2022-08-31 12:00:00;;;;;;;;;
1737;427;45;2023-02-28 12:00:00;;;;;;;;;
1738;427;847;2023-08-31 12:00:00;;;;;;;;;
1739;427;541;2024-03-31 12:00:00;;;;;;;;;
1740;434;562;2022-01-31 12:00:00;;;;;;;;;
1741;434;634;2022-07-31 12:00:00;;;;;;;;;
1742;434;375;2023-01-31 12:00:00;;;;;;;;;
1743;434;590;2023-07-31 12:00:00;;;;;;;;;
1744;434;16;2024-01-31 12:00:00;;;;;;;;;
1745;434;867;2024-07-31 12:00:00;;;;;;;;;
1746;442;1038;2021-12-31 12:00:00;;;;;;;;;
1747;442;964;2022-06-30 12:00:00;;;;;;;;;
1748;442;17;2022-12-31 12:00:00;;;;;;;;;
1749;442;296;2023-06-30 12:00:00;;;;;;;;;
1750;442;27;2023-12-31 12:00:00;;;;;;;;;
1751;442;470;2024-06-30 12:00:00;;;;;;;;;
1752;443;1172;2021-12-31 12:00:00;;;;;;;;;
1753;443;473;2022-06-30 12:00:00;;;;;;;;;
1754;443;336;2022-12-31 12:00:00;;;;;;;;;
1755;443;838;2023-06-30 12:00:00;;;;;;;;;
1756;443;805;2023-12-31 12:00:00;;;;;;;;;
1757;443;1324;2024-06-30 12:00:00;;;;;;;;;
1758;450;603;2021-12-31 12:00:00;;;;;;;;;
1759;450;1112;2022-06-30 12:00:00;;;;;;;;;
1760;450;417;2022-12-31 12:00:00;;;;;;;;;
1761;450;1076;2023-06-30 12:00:00;;;;;;;;;
1762;450;170;2023-12-31 12:00:00;;;;;;;;;
1763;450;1490;2024-06-30 12:00:00;;;;;;;;;
1764;459;1388;2021-12-31 12:00:00;;;;;;;;;
1765;459;314;2022-06-30 12:00:00;;;;;;;;;
1766;459;727;2022-12-31 12:00:00;;;;;;;;;
1767;459;984;2023-06-30 12:00:00;;;;;;;;;
1768;459;859;2023-12-31 12:00:00;;;;;;;;;
1769;459;1265;2024-06-30 12:00:00;;;;;;;;;
1770;460;171;2021-12-31 12:00:00;;;;;;;;;
1771;460;1214;2022-06-30 12:00:00;;;;;;;;;
1772;460;35;2022-12-31 12:00:00;;;;;;;;;
1773;460;1372;2023-06-30 12:00:00;;;;;;;;;
1774;460;790;2023-12-31 12:00:00;;;;;;;;;
1775;468;1003;2024-05-31 12:00:00;;;;;;;;;
1776;477;338;2021-12-31 12:00:00;;;;;;;;;
1777;477;474;2022-06-30 12:00:00;;;;;;;;;
1778;477;1362;2022-12-31 12:00:00;;;;;;;;;
1779;477;1469;2023-06-30 12:00:00;;;;;;;;;
1780;477;566;2023-12-31 12:00:00;;;;;;;;;
1781;477;1160;2024-06-30 12:00:00;;;;;;;;;
1782;484;1409;2022-01-31 12:00:00;;;;;;;;;
1783;484;174;2022-07-31 12:00:00;;;;;;;;;
1784;484;443;2023-01-31 12:00:00;;;;;;;;;
1785;484;10;2023-07-31 12:00:00;;;;;;;;;
1786;484;1337;2024-01-31 12:00:00;;;;;;;;;
1787;484;1125;2024-07-31 12:00:00;;;;;;;;;
1788;486;1485;2022-02-28 12:00:00;;;;;;;;;
1789;486;814;2022-05-31 12:00:00;;;;;;;;;
1790;486;486;2022-11-30 12:00:00;;;;;;;;;
1791;486;813;2023-05-31 12:00:00;;;;;;;;;
1792;486;30;2023-11-30 12:00:00;;;;;;;;;
1793;486;1318;2024-05-31 12:00:00;;;;;;;;;
1794;509;1001;2021-12-31 12:00:00;;;;;;;;;
1795;509;8;2022-06-30 12:00:00;;;;;;;;;
1796;509;538;2022-12-31 12:00:00;;;;;;;;;
1797;509;623;2023-06-30 12:00:00;;;;;;;;;
1798;509;1023;2024-01-31 12:00:00;;;;;;;;;
1799;509;1092;2024-07-31 12:00:00;;;;;;;;;
1800;528;494;2021-12-31 12:00:00;;;;;;;;;
1801;528;448;2022-06-30 12:00:00;;;;;;;;;
1802;528;53;2022-12-31 12:00:00;;;;;;;;;
1803;528;64;2023-06-30 12:00:00;;;;;;;;;
1804;528;229;2023-12-31 12:00:00;;;;;;;;;
1805;528;110;2024-06-30 12:00:00;;;;;;;;;
1806;536;120;2021-10-31 12:00:00;;;;;;;;;
1807;536;972;2022-04-30 12:00:00;;;;;;;;;
1808;536;762;2022-10-31 12:00:00;;;;;;;;;
1809;536;988;2023-04-30 12:00:00;;;;;;;;;
1810;536;225;2023-10-31 12:00:00;;;;;;;;;
1811;536;276;2024-04-30 12:00:00;;;;;;;;;
1812;662;437;2022-01-31 12:00:00;;;;;;;;;
1813;662;1268;2022-07-31 12:00:00;;;;;;;;;
1814;662;1338;2023-01-31 12:00:00;;;;;;;;;
1815;662;1046;2023-07-31 12:00:00;;;;;;;;;
1816;662;79;2024-01-31 12:00:00;;;;;;;;;
1817;662;31;2024-07-31 12:00:00;;;;;;;;;
1818;669;384;2021-12-31 12:00:00;;;;;;;;;
1819;669;962;2022-06-30 12:00:00;;;;;;;;;
1820;669;946;2022-12-31 12:00:00;;;;;;;;;
1821;669;465;2023-06-30 12:00:00;;;;;;;;;
1822;669;842;2023-12-31 12:00:00;;;;;;;;;
1823;669;191;2024-06-30 12:00:00;;;;;;;;;
1824;675;1155;2021-12-31 12:00:00;;;;;;;;;
1825;675;403;2022-06-30 12:00:00;;;;;;;;;
1826;675;1178;2022-12-31 12:00:00;;;;;;;;;
1827;675;532;2023-06-30 12:00:00;;;;;;;;;
1828;675;52;2023-12-31 12:00:00;;;;;;;;;
1829;675;147;2024-06-30 12:00:00;;;;;;;;;
1830;676;240;2022-01-31 12:00:00;;;;;;;;;
1831;676;498;2022-07-31 12:00:00;;;;;;;;;
1832;676;1105;2023-01-31 12:00:00;;;;;;;;;
1833;676;481;2023-07-31 12:00:00;;;;;;;;;
1834;676;372;2024-01-31 12:00:00;;;;;;;;;
1835;676;957;2024-07-31 12:00:00;;;;;;;;;
1836;683;654;2021-11-30 12:00:00;;;;;;;;;
1837;683;881;2022-05-31 12:00:00;;;;;;;;;
1838;683;77;2022-11-30 12:00:00;;;;;;;;;
1839;683;258;2023-05-31 12:00:00;;;;;;;;;
1840;683;348;2023-11-30 12:00:00;;;;;;;;;
1841;683;359;2024-05-31 12:00:00;;;;;;;;;
1842;684;877;2021-12-31 12:00:00;;;;;;;;;
1843;684;39;2022-06-30 12:00:00;;;;;;;;;
1844;684;895;2022-12-31 12:00:00;;;;;;;;;
1845;684;1273;2023-06-30 12:00:00;;;;;;;;;
1846;684;430;2023-12-31 12:00:00;;;;;;;;;
1847;684;330;2024-06-30 12:00:00;;;;;;;;;
1848;685;1400;2022-01-31 12:00:00;;;;;;;;;
1849;685;734;2022-07-31 12:00:00;;;;;;;;;
1850;685;872;2023-01-31 12:00:00;;;;;;;;;
1851;685;1438;2023-07-31 12:00:00;;;;;;;;;
1852;685;812;2024-01-31 12:00:00;;;;;;;;;
1853;685;235;2024-07-31 12:00:00;;;;;;;;;
1854;693;1292;2022-02-28 12:00:00;;;;;;;;;
1855;693;831;2022-08-31 12:00:00;;;;;;;;;
1856;693;210;2023-02-28 12:00:00;;;;;;;;;
1857;693;1278;2023-08-31 12:00:00;;;;;;;;;
1858;693;347;2024-05-31 12:00:00;;;;;;;;;
1859;694;483;2022-01-31 12:00:00;;;;;;;;;
1860;694;950;2022-07-31 12:00:00;;;;;;;;;
1861;694;341;2023-01-31 12:00:00;;;;;;;;;
1862;694;688;2023-07-31 12:00:00;;;;;;;;;
1863;694;722;2024-01-31 12:00:00;;;;;;;;;
1864;694;1475;2024-07-31 12:00:00;;;;;;;;;
1865;700;996;2021-12-31 12:00:00;;;;;;;;;
1866;700;1069;2022-06-30 12:00:00;;;;;;;;;
1867;700;1119;2022-12-31 12:00:00;;;;;;;;;
1868;700;315;2023-06-30 12:00:00;;;;;;;;;
1869;700;204;2023-12-31 12:00:00;;;;;;;;;
1870;700;908;2024-06-30 12:00:00;;;;;;;;;
1871;705;935;2021-12-31 12:00:00;;;;;;;;;
1872;705;241;2022-06-30 12:00:00;;;;;;;;;
1873;705;1412;2022-12-31 12:00:00;;;;;;;;;
1874;705;393;2023-06-30 12:00:00;;;;;;;;;
1875;705;134;2023-12-31 12:00:00;;;;;;;;;
1876;705;827;2024-06-30 12:00:00;;;;;;;;;
1877;707;288;2022-01-31 12:00:00;;;;;;;;;
1878;707;1420;2022-07-31 12:00:00;;;;;;;;;
1879;707;1218;2023-01-31 12:00:00;;;;;;;;;
1880;707;525;2023-07-31 12:00:00;;;;;;;;;
1881;707;1231;2024-01-31 12:00:00;;;;;;;;;
1882;707;1341;2024-07-31 12:00:00;;;;;;;;;
1883;714;680;2021-12-31 12:00:00;;;;;;;;;
1884;714;1244;2022-06-30 12:00:00;;;;;;;;;
1885;714;166;2022-12-31 12:00:00;;;;;;;;;
1886;714;1207;2023-06-30 12:00:00;;;;;;;;;
1887;714;309;2023-12-31 12:00:00;;;;;;;;;
1888;714;71;2024-06-30 12:00:00;;;;;;;;;
1889;715;1421;2022-02-28 12:00:00;;;;;;;;;
1890;715;521;2022-08-31 12:00:00;;;;;;;;;
1891;715;628;2023-02-28 12:00:00;;;;;;;;;
1892;715;784;2023-08-31 12:00:00;;;;;;;;;
1893;715;563;2024-02-29 12:00:00;;;;;;;;;
1894;715;1177;2024-08-31 12:00:00;;;;;;;;;
1895;722;190;2021-12-31 12:00:00;;;;;;;;;
1896;722;255;2022-06-30 12:00:00;;;;;;;;;
1897;722;889;2022-12-31 12:00:00;;;;;;;;;
1898;722;550;2023-06-30 12:00:00;;;;;;;;;
1899;722;1011;2023-12-31 12:00:00;;;;;;;;;
1900;722;162;2024-06-30 12:00:00;;;;;;;;;
1901;731;462;2021-12-31 12:00:00;;;;;;;;;
1902;731;647;2022-06-30 12:00:00;;;;;;;;;
1903;731;272;2022-12-31 12:00:00;;;;;;;;;
1904;731;1062;2023-06-30 12:00:00;;;;;;;;;
1905;731;569;2023-12-31 12:00:00;;;;;;;;;
1906;731;1241;2024-06-30 12:00:00;;;;;;;;;
1907;746;1327;2021-12-31 12:00:00;;;;;;;;;
1908;746;949;2022-06-30 12:00:00;;;;;;;;;
1909;746;1189;2022-12-31 12:00:00;;;;;;;;;
1910;746;142;2023-06-30 12:00:00;;;;;;;;;
1911;746;991;2023-12-31 12:00:00;;;;;;;;;
1912;746;1007;2024-06-30 12:00:00;;;;;;;;;
1913;748;12;2021-12-31 12:00:00;;;;;;;;;
1914;748;360;2022-06-30 12:00:00;;;;;;;;;
1915;748;632;2022-12-31 12:00:00;;;;;;;;;
1916;748;1314;2023-06-30 12:00:00;;;;;;;;;
1917;748;844;2023-12-31 12:00:00;;;;;;;;;
1918;748;833;2024-06-30 12:00:00;;;;;;;;;
1919;755;1138;2022-01-31 12:00:00;;;;;;;;;
1920;755;941;2022-07-31 12:00:00;;;;;;;;;
1921;755;32;2023-01-31 12:00:00;;;;;;;;;
1922;755;911;2023-07-31 12:00:00;;;;;;;;;
1923;755;1370;2024-01-31 12:00:00;;;;;;;;;
1924;755;248;2024-07-31 12:00:00;;;;;;;;;
1925;756;479;2021-12-31 12:00:00;;;;;;;;;
1926;756;238;2022-06-30 12:00:00;;;;;;;;;
1927;756;672;2022-12-31 12:00:00;;;;;;;;;
1928;756;1503;2023-06-30 12:00:00;;;;;;;;;
1929;756;1077;2023-12-31 12:00:00;;;;;;;;;
1930;756;1161;2024-06-30 12:00:00;;;;;;;;;
1931;763;472;2021-12-31 12:00:00;;;;;;;;;
1932;763;873;2022-06-30 12:00:00;;;;;;;;;
1933;763;665;2022-12-31 12:00:00;;;;;;;;;
1934;763;49;2023-06-30 12:00:00;;;;;;;;;
1935;763;1466;2023-12-31 12:00:00;;;;;;;;;
1936;763;746;2024-06-30 12:00:00;;;;;;;;;
1937;768;445;2021-12-31 12:00:00;;;;;;;;;
1938;768;732;2022-06-30 12:00:00;;;;;;;;;
1939;768;224;2022-12-31 12:00:00;;;;;;;;;
1940;768;795;2023-06-30 12:00:00;;;;;;;;;
1941;768;1424;2023-12-31 12:00:00;;;;;;;;;
1942;768;921;2024-06-30 12:00:00;;;;;;;;;
1943;769;947;2021-12-31 12:00:00;;;;;;;;;
1944;769;154;2022-06-30 12:00:00;;;;;;;;;
1945;769;1494;2022-12-31 12:00:00;;;;;;;;;
1946;769;513;2023-06-30 12:00:00;;;;;;;;;
1947;769;1006;2023-12-31 12:00:00;;;;;;;;;
1948;769;770;2024-06-30 12:00:00;;;;;;;;;
1949;770;1017;2021-12-31 12:00:00;;;;;;;;;
1950;770;410;2022-06-30 12:00:00;;;;;;;;;
1951;770;1373;2022-12-31 12:00:00;;;;;;;;;
1952;770;742;2023-06-30 12:00:00;;;;;;;;;
1953;770;332;2023-12-31 12:00:00;;;;;;;;;
1954;770;1345;2024-06-30 12:00:00;;;;;;;;;
1955;776;811;2022-01-31 12:00:00;;;;;;;;;
1956;776;282;2022-07-31 12:00:00;;;;;;;;;
1957;776;786;2023-01-31 12:00:00;;;;;;;;;
1958;776;334;2023-07-31 12:00:00;;;;;;;;;
1959;776;186;2024-01-31 12:00:00;;;;;;;;;
1960;776;822;2024-07-31 12:00:00;;;;;;;;;
1961;777;371;2022-01-31 12:00:00;;;;;;;;;
1962;777;292;2022-07-31 12:00:00;;;;;;;;;
1963;777;620;2023-01-31 12:00:00;;;;;;;;;
1964;777;1332;2023-07-31 12:00:00;;;;;;;;;
1965;777;937;2024-01-31 12:00:00;;;;;;;;;
1966;777;852;2024-07-31 12:00:00;;;;;;;;;
1967;807;201;2021-12-31 12:00:00;;;;;;;;;
1968;807;72;2022-06-30 12:00:00;;;;;;;;;
1969;807;135;2022-12-31 12:00:00;;;;;;;;;
1970;807;1204;2023-06-30 12:00:00;;;;;;;;;
1971;807;1395;2023-12-31 12:00:00;;;;;;;;;
1972;807;441;2024-06-30 12:00:00;;;;;;;;;
1973;822;748;2022-01-31 12:00:00;;;;;;;;;
1974;822;1033;2022-07-31 12:00:00;;;;;;;;;
1975;822;301;2023-01-31 12:00:00;;;;;;;;;
1976;822;830;2023-07-31 12:00:00;;;;;;;;;
