id;date;instructor_id;sie_id
1;2021-11-11 12:00:00;684;476
2;2022-03-11 12:00:00;705;714
3;2021-09-11 12:00:00;707;477
4;2023-01-12 12:00:00;756;
5;2022-12-12 12:00:00;763;377
6;2023-06-02 12:00:00;785;7018
7;2024-03-01 12:00:00;805;130
8;2023-03-11 12:00:00;840;377
9;2023-07-01 12:00:00;924;248
10;2022-10-02 12:00:00;934;227
