id;date;instructorId;sieId
1;2021-11-11 12:00:00;684;476
2;2021-11-15 12:00:00;705;714
3;2021-11-09 12:00:00;707;477
4;2021-12-25 12:00:00;756;154
5;2021-12-24 12:00:00;763;377
6;2022-02-18 12:00:00;785;7018
7;2022-01-27 12:00:00;805;130
8;2021-11-27 12:00:00;840;377
9;2021-01-31 12:00:00;924;248
10;2022-02-10 12:00:00;934;227
