id;date_of_origin;presence_marked;instructor_id
729;2023-10-08 12:00:00;1;50
730;2023-05-06 12:00:00;1;58
731;2024-12-05 12:00:00;1;146
732;2024-06-02 12:00:00;1;377
733;2023-08-02 12:00:00;1;459
734;2025-05-01 12:00:00;1;785
735;2025-06-01 12:00:00;1;918
736;2025-07-01 12:00:00;1;700
737;2025-03-01 12:00:00;1;386
738;2021-01-12 12:00:00;1;242
739;2022-06-11 12:00:00;1;401
740;2022-05-02 12:00:00;1;344
741;2023-04-02 12:00:00;1;402
742;2024-01-02 12:00:00;1;1571
743;2025-10-02 12:00:00;1;785
744;2023-11-01 12:00:00;1;291
745;2024-07-11 12:00:00;1;805
746;2024-07-01 12:00:00;1;367
747;2023-02-02 12:00:00;1;359
748;2023-05-01 12:00:00;1;130
749;2025-06-01 12:00:00;1;714
750;2022-07-01 12:00:00;1;235
751;2021-01-07 12:00:00;1;291
752;2025-05-07 12:00:00;1;764
753;2022-06-06 12:00:00;1;148
754;2024-04-01 12:00:00;1;154
755;2025-05-01 12:00:00;1;367
756;2023-01-04 12:00:00;1;227
757;2025-06-03 12:00:00;1;700
758;2026-01-02 12:00:00;1;739
759;2023-08-04 12:00:00;1;402
760;2024-12-03 12:00:00;1;763
761;2022-01-08 12:00:00;1;90
762;2024-04-06 12:00:00;1;738
763;2024-07-07 12:00:00;1;675
764;2022-04-08 12:00:00;1;90
765;2023-09-07 12:00:00;1;738
766;2024-05-07 12:00:00;1;722
767;2023-06-06 12:00:00;1;738
768;2022-06-05 12:00:00;1;738
769;2023-05-04 12:00:00;1;738
770;2026-01-04 12:00:00;1;840
771;2022-04-06 12:00:00;1;738
772;2023-01-06 12:00:00;1;738
773;2024-10-06 12:00:00;1;675
774;2026-01-03 12:00:00;1;386
775;2022-09-03 12:00:00;1;738
776;2023-06-03 12:00:00;1;90
777;2026-05-04 12:00:00;1;359
778;2023-01-03 12:00:00;1;90
779;2023-12-03 12:00:00;1;738
780;2025-10-03 12:00:00;1;1441
781;2024-04-02 12:00:00;1;747
782;2025-03-05 12:00:00;1;377
783;2026-01-04 12:00:00;1;785
784;2021-06-01 12:00:00;1;124
785;2024-04-02 12:00:00;1;243
786;2023-12-12 12:00:00;1;763
787;2021-12-12 12:00:00;1;739
788;2022-03-10 12:00:00;1;714
789;2023-02-02 12:00:00;1;227
790;2023-02-02 12:00:00;1;218
791;2025-03-02 12:00:00;1;700
792;2024-12-02 12:00:00;1;303
793;2021-04-01 12:00:00;1;298
794;2022-02-02 12:00:00;1;477
795;2024-08-02 12:00:00;1;739
796;2024-03-01 12:00:00;1;694
797;2022-02-12 12:00:00;1;477
798;2023-04-05 12:00:00;1;227
799;2023-01-06 12:00:00;1;700
800;2023-10-03 12:00:00;1;377
801;2025-01-02 12:00:00;1;748
802;2022-10-02 12:00:00;1;477
803;2024-04-11 12:00:00;1;477
804;2025-07-01 12:00:00;1;730
805;2023-05-11 12:00:00;1;714
806;2024-12-03 12:00:00;1;730
807;2026-06-03 12:00:00;1;748
808;2023-04-12 12:00:00;1;377
809;2024-06-11 12:00:00;1;477
810;2024-04-05 12:00:00;1;763
811;2024-06-05 12:00:00;1;227
812;2022-12-01 12:00:00;1;6954
813;2024-04-02 12:00:00;1;746
814;2022-06-02 12:00:00;1;50
815;2024-11-02 12:00:00;1;72
816;2023-04-03 12:00:00;1;477
817;2023-05-03 12:00:00;1;227
818;2025-04-03 12:00:00;1;730
819;2024-11-02 12:00:00;1;243
820;2024-03-06 12:00:00;1;359
821;2024-03-06 12:00:00;1;378
822;2023-08-06 12:00:00;1;377
823;2025-03-07 12:00:00;1;739
824;2024-07-04 12:00:00;1;477
825;2024-12-03 12:00:00;1;243
826;2024-01-06 12:00:00;1;730
827;2024-08-06 12:00:00;1;730
828;2023-08-08 12:00:00;1;730
829;2025-12-03 12:00:00;1;401
830;2023-12-04 12:00:00;1;377
831;2023-11-04 12:00:00;1;401
832;2023-12-04 12:00:00;1;401
833;2023-09-04 12:00:00;1;535
834;2025-02-07 12:00:00;1;714
835;2024-08-09 12:00:00;1;730
836;2023-01-04 12:00:00;1;694
837;2025-06-03 12:00:00;1;805
838;2023-11-12 12:00:00;1;377
839;2024-01-12 12:00:00;1;730
840;2023-06-12 12:00:00;1;730
841;2025-05-03 12:00:00;1;402
842;2023-01-06 12:00:00;1;675
843;2023-02-06 12:00:00;1;722
844;2023-08-05 12:00:00;1;738
845;2023-05-05 12:00:00;1;738
846;2024-10-03 12:00:00;1;730
847;2024-12-03 12:00:00;1;477
848;2023-10-04 12:00:00;1;377
849;2023-12-04 12:00:00;1;730
850;2023-12-04 12:00:00;1;477
851;2024-01-05 12:00:00;1;730
852;2025-02-05 12:00:00;1;764
853;2025-04-05 12:00:00;1;932
854;2025-06-05 12:00:00;1;402
855;2025-02-05 12:00:00;1;805
856;2025-03-05 12:00:00;1;367
857;2025-06-05 12:00:00;1;730
858;2025-03-05 12:00:00;1;816
859;2025-06-05 12:00:00;1;932
860;2023-01-06 12:00:00;1;402
861;2023-07-06 12:00:00;1;402
862;2024-03-06 12:00:00;1;377
863;2025-05-05 12:00:00;1;755
864;2023-09-07 12:00:00;1;377
865;2024-08-07 12:00:00;1;477
866;2025-05-07 12:00:00;1;730
867;2025-06-07 12:00:00;1;694
868;2023-01-08 12:00:00;1;377
869;2023-02-08 12:00:00;1;730
870;2024-09-12 12:00:00;1;738
871;2023-10-12 12:00:00;1;675
872;2023-08-10 12:00:00;1;730
873;2023-07-10 12:00:00;1;730
874;2023-08-10 12:00:00;1;402
875;2023-10-10 12:00:00;1;377
876;2024-05-10 12:00:00;1;377
877;2024-05-10 12:00:00;1;477
878;2024-07-10 12:00:00;1;377
879;2024-10-10 12:00:00;1;377
880;2025-02-10 12:00:00;1;377
881;2023-06-11 12:00:00;1;477
882;2024-03-11 12:00:00;1;477
883;2024-08-11 12:00:00;1;377
884;2025-08-05 12:00:00;1;722
885;2024-12-05 12:00:00;1;1441
886;2024-09-05 12:00:00;1;675
887;2025-10-03 12:00:00;1;738
888;2025-08-03 12:00:00;1;738
889;2026-06-03 12:00:00;1;722
890;2025-09-01 12:00:00;1;730
891;2025-05-04 12:00:00;1;722
892;2025-02-01 12:00:00;1;714
893;2025-09-01 12:00:00;1;714
894;2025-10-01 12:00:00;1;730
895;2025-10-01 12:00:00;1;402
896;2025-11-01 12:00:00;1;402
897;2025-11-01 12:00:00;1;377
898;2026-01-01 12:00:00;1;730
899;2025-07-04 12:00:00;1;1441
900;2024-12-04 12:00:00;1;722
901;2026-03-03 12:00:00;1;377
902;2025-03-04 12:00:00;1;477
903;2025-11-04 12:00:00;1;477
904;2026-01-04 12:00:00;1;477
905;2026-03-04 12:00:00;1;730
906;2024-02-05 12:00:00;1;377
907;2025-01-05 12:00:00;1;377
908;2025-08-05 12:00:00;1;401
909;2022-10-06 12:00:00;1;2475
910;2023-03-06 12:00:00;1;24
911;2024-01-05 12:00:00;1;419
