id;date;instructor_id;sie_id
1;2021-11-30 12:00:00;684;748
2;2021-11-30 12:00:00;705;748
3;2021-11-14 12:00:00;707;130
4;2019-12-13 12:00:00;763;88
5;2021-11-14 12:00:00;840;130
