id;jeppesen_code;validity_end;user_id;category;validity_start;training_id
450;CHL;2024-03-31 12:00:00;502;;;
451;CHL;2024-09-30 12:00:00;502;;;
452;CHL;2021-12-31 12:00:00;509;;;
453;CHL;2022-06-30 12:00:00;509;;;
454;CHL;2022-12-31 12:00:00;509;;;
455;CHL;2023-06-30 12:00:00;509;;;
456;CHL;2024-01-31 12:00:00;509;;;
457;CHL;2024-07-31 12:00:00;509;;;
458;CHL;2021-10-31 12:00:00;510;;;
459;CHL;2022-04-30 12:00:00;510;;;
460;CHL;2022-10-31 12:00:00;510;;;
461;CHL;2023-04-30 12:00:00;510;;;
462;CHL;2023-10-31 12:00:00;510;;;
463;CHL;2024-04-30 12:00:00;510;;;
464;CHL;2024-10-31 12:00:00;510;;;
465;CHL;2023-09-30 12:00:00;511;;;
466;CHL;2024-03-31 12:00:00;511;;;
467;CHL;2024-09-30 12:00:00;511;;;
468;CHL;2021-12-31 12:00:00;518;;;
469;CHL;2022-06-30 12:00:00;518;;;
470;CHL;2022-12-31 12:00:00;518;;;
471;CHL;2024-02-29 12:00:00;518;;;
472;CHL;2024-08-31 12:00:00;518;;;
473;CHL;2021-09-30 12:00:00;519;;;
474;CHL;2022-03-31 12:00:00;519;;;
475;CHL;2022-09-30 12:00:00;519;;;
476;CHL;2023-03-31 12:00:00;519;;;
477;CHL;2023-09-30 12:00:00;519;;;
478;CHL;2024-03-31 12:00:00;519;;;
479;CHL;2024-09-30 12:00:00;519;;;
480;CHL;2022-01-31 12:00:00;527;;;
481;CHL;2022-07-31 12:00:00;527;;;
482;CHL;2023-01-31 12:00:00;527;;;
483;CHL;2023-07-31 12:00:00;527;;;
484;CHL;2024-02-29 12:00:00;527;;;
485;CHL;2024-08-31 12:00:00;527;;;
486;CHL;2021-12-31 12:00:00;528;;;
487;CHL;2022-06-30 12:00:00;528;;;
488;CHL;2022-12-31 12:00:00;528;;;
489;CHL;2023-06-30 12:00:00;528;;;
490;CHL;2023-12-31 12:00:00;528;;;
491;CHL;2024-06-30 12:00:00;528;;;
492;CHL;2024-12-31 12:00:00;528;;;
493;CHL;2024-09-30 12:00:00;535;;;
494;CHL;2021-10-31 12:00:00;536;;;
495;CHL;2022-04-30 12:00:00;536;;;
496;CHL;2022-10-31 12:00:00;536;;;
497;CHL;2023-04-30 12:00:00;536;;;
498;CHL;2023-10-31 12:00:00;536;;;
499;CHL;2024-04-30 12:00:00;536;;;
500;CHL;2024-10-31 12:00:00;536;;;
501;CHL;2022-01-31 12:00:00;662;;;
502;CHL;2022-07-31 12:00:00;662;;;
503;CHL;2023-01-31 12:00:00;662;;;
504;CHL;2023-07-31 12:00:00;662;;;
505;CHL;2024-01-31 12:00:00;662;;;
506;CHL;2024-07-31 12:00:00;662;;;
507;CHL;2021-12-31 12:00:00;669;;;
508;CHL;2022-06-30 12:00:00;669;;;
509;CHL;2022-12-31 12:00:00;669;;;
510;CHL;2023-06-30 12:00:00;669;;;
511;CHL;2023-12-31 12:00:00;669;;;
512;CHL;2024-06-30 12:00:00;669;;;
513;CHL;2024-12-31 12:00:00;669;;;
514;CHL;2021-12-31 12:00:00;675;;;
515;CHL;2022-06-30 12:00:00;675;;;
516;CHL;2022-12-31 12:00:00;675;;;
517;CHL;2023-06-30 12:00:00;675;;;
518;CHL;2023-12-31 12:00:00;675;;;
519;CHL;2024-06-30 12:00:00;675;;;
520;CHL;2022-01-31 12:00:00;676;;;
521;CHL;2022-07-31 12:00:00;676;;;
522;CHL;2023-01-31 12:00:00;676;;;
523;CHL;2023-07-31 12:00:00;676;;;
524;CHL;2024-01-31 12:00:00;676;;;
525;CHL;2024-07-31 12:00:00;676;;;
526;CHL;2021-11-30 12:00:00;683;;;
527;CHL;2022-05-31 12:00:00;683;;;
528;CHL;2022-11-30 12:00:00;683;;;
529;CHL;2023-05-31 12:00:00;683;;;
530;CHL;2023-11-30 12:00:00;683;;;
531;CHL;2024-05-31 12:00:00;683;;;
532;CHL;2024-11-30 12:00:00;683;;;
533;CHL;2021-12-31 12:00:00;684;;;
534;CHL;2022-06-30 12:00:00;684;;;
535;CHL;2022-12-31 12:00:00;684;;;
536;CHL;2023-06-30 12:00:00;684;;;
537;CHL;2023-12-31 12:00:00;684;;;
538;CHL;2024-06-30 12:00:00;684;;;
539;CHL;2024-12-31 12:00:00;684;;;
540;CHL;2022-01-31 12:00:00;685;;;
541;CHL;2022-07-31 12:00:00;685;;;
542;CHL;2023-01-31 12:00:00;685;;;
543;CHL;2023-07-31 12:00:00;685;;;
544;CHL;2024-01-31 12:00:00;685;;;
545;CHL;2024-07-31 12:00:00;685;;;
546;CHL;2022-02-28 12:00:00;693;;;
547;CHL;2022-08-31 12:00:00;693;;;
548;CHL;2023-02-28 12:00:00;693;;;
549;CHL;2023-08-31 12:00:00;693;;;
550;CHL;2024-05-31 12:00:00;693;;;
551;CHL;2024-11-30 12:00:00;693;;;
552;CHL;2024-11-30 12:00:00;694;;;
553;CHL;2024-11-30 12:00:00;700;;;
554;CHL;2021-12-31 12:00:00;705;;;
555;CHL;2022-06-30 12:00:00;705;;;
556;CHL;2022-12-31 12:00:00;705;;;
557;CHL;2023-06-30 12:00:00;705;;;
558;CHL;2023-12-31 12:00:00;705;;;
559;CHL;2024-06-30 12:00:00;705;;;
560;CHL;2021-12-31 12:00:00;706;;;
561;CHL;2022-06-30 12:00:00;706;;;
562;CHL;2022-12-31 12:00:00;706;;;
563;CHL;2024-03-31 12:00:00;706;;;
564;CHL;2024-09-30 12:00:00;706;;;
