id;dateOfOrigin;presenceMarked;instructorId
730;2023-02-13 12:00:00;1;1571
731;2021-11-08 12:00:00;1;730
732;2024-02-12 12:00:00;1;78
733;2023-06-11 12:00:00;1;367
734;2023-02-11 12:00:00;1;57
735;2022-04-24 12:00:00;1;401
736;2024-02-27 12:00:00;1;785
737;2022-09-11 12:00:00;1;304
738;2023-09-21 12:00:00;1;402
739;2023-09-29 12:00:00;1;378
740;2023-01-22 12:00:00;1;40
741;2023-08-14 12:00:00;1;739
742;2021-01-04 12:00:00;1;298
743;2022-04-24 12:00:00;1;377
744;2022-02-02 12:00:00;1;477
745;2022-02-13 12:00:00;1;344
746;2023-04-17 12:00:00;1;9
747;2023-04-14 12:00:00;1;66
748;2021-08-16 12:00:00;1;154
749;2024-03-30 12:00:00;1;748
750;2021-07-27 12:00:00;1;130
751;2021-03-25 12:00:00;1;90
752;2024-01-25 12:00:00;1;730
753;2022-04-05 12:00:00;1;378
754;2023-06-20 12:00:00;1;367
755;2021-11-20 12:00:00;1;154
756;2022-03-14 12:00:00;1;675
757;2021-10-04 12:00:00;1;535
758;2023-11-14 12:00:00;1;705
759;2023-03-01 12:00:00;1;359
760;2023-03-06 12:00:00;1;378
761;2023-03-10 12:00:00;1;377
762;2024-02-25 12:00:00;1;80
763;2023-04-24 12:00:00;1;146
764;2021-08-17 12:00:00;1;298
765;2021-07-08 12:00:00;1;402
766;2022-08-22 12:00:00;1;50
767;2023-06-27 12:00:00;1;748
768;2024-01-02 12:00:00;1;402
769;2023-05-18 12:00:00;1;738
770;2021-09-07 12:00:00;1;298
771;2023-08-01 12:00:00;1;58
772;2023-12-13 12:00:00;1;730
773;2022-08-03 12:00:00;1;50
774;2021-05-23 12:00:00;1;459
775;2022-01-23 12:00:00;1;291
776;2022-04-12 12:00:00;1;24
777;2023-05-28 12:00:00;1;730
778;2021-06-15 12:00:00;1;124
779;2023-12-22 12:00:00;1;738
780;2022-06-06 12:00:00;1;459
781;2022-05-30 12:00:00;1;227
782;2021-07-14 12:00:00;1;402
783;2022-02-10 12:00:00;1;477
784;2023-07-10 12:00:00;1;108
785;2022-01-27 12:00:00;1;138
786;2023-09-26 12:00:00;1;377
787;2021-07-24 12:00:00;1;23
788;2021-07-27 12:00:00;1;714
789;2023-08-01 12:00:00;1;377
790;2023-03-23 12:00:00;1;748
791;2022-07-12 12:00:00;1;367
792;2021-06-15 12:00:00;1;344
793;2022-04-12 12:00:00;1;17
794;2022-08-29 12:00:00;1;359
795;2022-01-28 12:00:00;1;80
796;2023-04-04 12:00:00;1;459
797;2022-02-20 12:00:00;1;459
798;2022-04-18 12:00:00;1;393
799;2024-03-12 12:00:00;1;243
800;2022-05-16 12:00:00;1;243
801;2023-05-23 12:00:00;1;694
802;2023-12-11 12:00:00;1;377
803;2023-01-20 12:00:00;1;50
804;2023-06-16 12:00:00;1;377
805;2022-07-12 12:00:00;1;378
806;2021-01-30 12:00:00;1;764
807;2024-01-15 12:00:00;1;386
808;2022-04-26 12:00:00;1;730
809;2023-06-08 12:00:00;1;108
810;2023-07-10 12:00:00;1;359
811;2022-05-15 12:00:00;1;57
812;2021-07-19 12:00:00;1;148
813;2022-06-07 12:00:00;1;243
814;2023-07-09 12:00:00;1;700
815;2023-05-11 12:00:00;1;88
816;2022-05-16 12:00:00;1;227
817;2023-02-03 12:00:00;1;738
818;2023-04-13 12:00:00;1;730
819;2021-09-08 12:00:00;1;700
820;2022-06-18 12:00:00;1;108
821;2024-01-23 12:00:00;1;377
822;2022-03-16 12:00:00;1;477
823;2021-04-23 12:00:00;1;476
824;2021-07-06 12:00:00;1;393
825;2023-04-03 12:00:00;1;739
826;2021-06-29 12:00:00;1;58
827;2023-09-18 12:00:00;1;378
828;2022-08-22 12:00:00;1;393
829;2021-07-31 12:00:00;1;57
830;2023-05-30 12:00:00;1;98
831;2022-09-12 12:00:00;1;243
832;2021-06-19 12:00:00;1;298
833;2024-01-23 12:00:00;1;402
834;2022-07-21 12:00:00;1;738
835;2024-03-25 12:00:00;1;1441
836;2022-04-10 12:00:00;1;218
837;2023-05-15 12:00:00;1;378
838;2022-06-17 12:00:00;1;65
839;2022-07-04 12:00:00;1;402
840;2021-03-22 12:00:00;1;148
841;2022-12-21 12:00:00;1;730
842;2021-09-23 12:00:00;1;748
843;2023-12-11 12:00:00;1;763
844;2023-06-03 12:00:00;1;785
845;2021-06-21 12:00:00;1;344
846;2024-03-10 12:00:00;1;359
847;2023-05-24 12:00:00;1;88
848;2021-02-17 12:00:00;1;344
849;2024-03-02 12:00:00;1;146
850;2021-07-07 12:00:00;1;291
851;2023-08-22 12:00:00;1;535
852;2021-07-07 12:00:00;1;298
853;2022-02-07 12:00:00;1;367
854;2023-06-08 12:00:00;1;377
855;2022-06-05 12:00:00;1;359
856;2023-02-07 12:00:00;1;722
857;2021-11-28 12:00:00;1;459
858;2021-08-01 12:00:00;1;298
859;2023-05-21 12:00:00;1;748
860;2024-03-10 12:00:00;1;756
861;2023-05-28 12:00:00;1;402
862;2021-08-16 12:00:00;1;57
863;2021-08-16 12:00:00;1;58
864;2021-05-18 12:00:00;1;6954
865;2023-04-12 12:00:00;1;72
866;2023-11-06 12:00:00;1;694
867;2023-08-02 12:00:00;1;459
868;2021-05-18 12:00:00;1;23
869;2023-08-12 12:00:00;1;64
870;2021-07-20 12:00:00;1;130
871;2023-09-19 12:00:00;1;303
872;2024-01-31 12:00:00;1;700
873;2022-05-23 12:00:00;1;748
874;2021-10-12 12:00:00;1;477
875;2023-01-04 12:00:00;1;58
876;2023-10-22 12:00:00;1;739
877;2021-06-17 12:00:00;1;235
878;2021-07-06 12:00:00;1;154
879;2023-11-06 12:00:00;1;477
880;2021-08-09 12:00:00;1;218
881;2021-07-17 12:00:00;1;58
882;2022-07-25 12:00:00;1;535
883;2022-11-06 12:00:00;1;378
884;2021-09-07 12:00:00;1;80
885;2023-09-13 12:00:00;1;402
886;2023-07-02 12:00:00;1;378
887;2022-06-15 12:00:00;1;24
888;2022-11-06 12:00:00;1;401
